Time(s),HeartRate(1/min),RespirationRate(1/min),SystolicArterialPressure(mmHg),DiastolicArterialPressure(mmHg),MeanArterialPressure(mmHg),OxygenSaturation,CoreTemperature(degC),CardiacOutput(L/min),HeartStrokeVolume(mL),TidalVolume(mL),ArterialBloodPH,AchievedExerciseLevel,FatigueLevelFraction,Glucose-BloodConcentration(mg/dL)
6083.14,91.33,15.00,128.4,92.1,111.2,0.980,36.16,6.63,72.6,554.56,7.44,0,-1.$,78.85,0
6084.14,91.34,15.00,128.4,92.1,111.2,0.980,36.16,6.63,72.6,554.56,7.44,0,-1.$,78.81,0
6085.14,91.31,15.00,128.4,92.1,111.2,0.980,36.16,6.63,72.6,554.56,7.44,0,-1.$,78.77,0
6086.14,91.30,15.00,128.4,92.1,111.2,0.980,36.16,6.63,72.6,554.46,7.44,0,-1.$,78.72,0
6087.14,91.33,15.00,128.4,92.1,111.2,0.980,36.16,6.63,72.6,554.46,7.44,0,-1.$,78.68,0
6088.14,91.34,15.00,128.4,92.1,111.2,0.980,36.16,6.63,72.6,554.46,7.44,0,-1.$,78.63,0
6089.14,91.31,15.00,128.4,92.1,111.2,0.980,36.16,6.63,72.6,554.46,7.44,0,-1.$,78.59,0
6090.14,91.30,15.00,128.4,92.1,111.2,0.980,36.16,6.63,72.6,554.36,7.44,0,-1.$,78.54,0
6091.14,91.32,15.00,128.4,92.1,111.2,0.980,36.16,6.63,72.6,554.36,7.44,0,-1.$,78.50,0
6092.14,91.33,15.00,128.4,92.1,111.2,0.980,36.16,6.63,72.6,554.36,7.44,0,-1.$,78.45,0
6093.14,91.31,15.00,128.4,92.1,111.2,0.980,36.16,6.63,72.6,554.36,7.44,0,-1.$,78.41,0
6094.14,91.30,15.00,128.4,92.1,111.2,0.980,36.16,6.63,72.6,554.26,7.44,0,-1.$,78.36,0
6095.14,91.32,15.00,128.4,92.1,111.2,0.980,36.16,6.63,72.6,554.26,7.44,0,-1.$,78.32,0
6096.14,91.33,15.00,128.4,92.1,111.2,0.980,36.16,6.63,72.6,554.26,7.44,0,-1.$,78.27,0
6097.14,91.31,15.00,128.4,92.1,111.2,0.980,36.16,6.63,72.6,554.26,7.44,0,-1.$,78.23,0
6098.14,91.30,15.00,128.4,92.1,111.2,0.980,36.16,6.63,72.6,554.16,7.44,0,-1.$,78.18,0
6099.14,91.32,15.00,128.4,92.1,111.2,0.980,36.16,6.63,72.6,554.16,7.44,0,-1.$,78.14,0
6100.14,91.33,15.00,128.4,92.1,111.2,0.980,36.16,6.63,72.6,554.16,7.44,0,-1.$,78.09,0
6101.14,91.31,15.00,128.4,92.1,111.2,0.980,36.16,6.63,72.6,554.16,7.44,0,-1.$,78.05,0
6102.14,91.30,15.00,128.4,92.1,111.2,0.980,36.16,6.63,72.6,554.05,7.44,0,-1.$,78.00,0
6103.14,91.31,15.00,128.4,92.1,111.2,0.980,36.16,6.63,72.6,554.05,7.44,0,-1.$,77.96,0
6104.14,91.32,15.00,128.4,92.1,111.2,0.980,36.16,6.63,72.6,554.05,7.44,0,-1.$,77.91,0
6105.14,91.31,15.00,128.4,92.1,111.2,0.980,36.16,6.63,72.6,554.05,7.44,0,-1.$,77.87,0
6106.14,91.30,15.00,128.4,92.1,111.2,0.980,36.16,6.63,72.6,553.95,7.44,0,-1.$,77.82,0
6107.14,91.31,15.00,128.4,92.1,111.2,0.980,36.16,6.63,72.6,553.95,7.44,0,-1.$,77.78,0
6108.14,91.32,15.00,128.5,92.1,111.2,0.980,36.16,6.63,72.6,553.95,7.44,0,-1.$,77.73,0
6109.14,91.30,15.00,128.4,92.1,111.2,0.980,36.16,6.63,72.6,553.95,7.44,0,-1.$,77.69,0
6110.14,91.29,15.00,128.5,92.1,111.2,0.980,36.16,6.63,72.6,553.83,7.44,0,-1.$,77.64,0
6111.14,91.31,15.00,128.5,92.1,111.2,0.980,36.16,6.63,72.6,553.83,7.44,0,-1.$,77.60,0
6112.14,91.32,15.00,128.5,92.1,111.2,0.980,36.16,6.63,72.6,553.83,7.44,0,-1.$,77.56,0
6113.14,91.30,15.00,128.5,92.1,111.2,0.980,36.16,6.63,72.6,553.83,7.44,0,-1.$,77.51,0
6114.14,91.29,15.00,128.5,92.1,111.2,0.980,36.16,6.63,72.6,553.72,7.44,0,-1.$,77.47,0
6115.14,91.30,15.00,128.5,92.1,111.2,0.980,36.16,6.63,72.6,553.72,7.44,0,-1.$,77.43,0
6116.14,91.32,15.00,128.5,92.1,111.2,0.980,36.16,6.63,72.6,553.72,7.44,0,-1.$,77.39,0
6117.14,91.30,15.00,128.5,92.1,111.2,0.980,36.16,6.63,72.6,553.72,7.44,0,-1.$,77.34,0
6118.14,91.29,15.00,128.5,92.1,111.2,0.980,36.16,6.63,72.6,553.59,7.44,0,-1.$,77.30,0
6119.14,91.30,15.00,128.5,92.1,111.2,0.980,36.16,6.63,72.6,553.59,7.44,0,-1.$,77.26,0
6120.14,91.32,15.00,128.5,92.1,111.2,0.980,36.16,6.63,72.6,553.59,7.44,0,-1.$,77.22,0
6121.14,91.30,15.00,128.5,92.1,111.2,0.980,36.16,6.63,72.6,553.59,7.44,0,-1.$,77.17,0
6122.14,91.28,15.00,128.5,92.1,111.2,0.980,36.16,6.63,72.6,553.46,7.44,0,-1.$,77.13,0
6123.14,91.30,15.00,128.5,92.1,111.2,0.980,36.16,6.63,72.6,553.46,7.44,0,-1.$,77.09,0
6124.14,91.32,15.00,128.5,92.1,111.2,0.980,36.16,6.63,72.6,553.46,7.44,0,-1.$,77.05,0
6125.14,91.28,15.00,128.5,92.1,111.2,0.980,36.16,6.63,72.6,553.46,7.44,0,-1.$,77.01,0
6126.14,91.28,15.00,128.5,92.1,111.2,0.980,36.16,6.63,72.6,553.33,7.44,0,-1.$,76.97,0
6127.14,91.31,15.00,128.5,92.1,111.2,0.980,36.16,6.63,72.6,553.33,7.44,0,-1.$,76.93,0
6128.14,91.31,15.00,128.5,92.1,111.2,0.980,36.16,6.63,72.6,553.33,7.44,0,-1.$,76.89,0
6129.14,91.28,15.00,128.5,92.1,111.2,0.980,36.16,6.63,72.6,553.33,7.44,0,-1.$,76.85,0
6130.14,91.28,15.08,128.5,92.1,111.2,0.980,36.16,6.63,72.6,553.20,7.44,0,-1.$,76.81,0
6131.14,91.31,15.08,128.5,92.1,111.2,0.980,36.16,6.63,72.6,553.20,7.44,0,-1.$,76.77,0
6132.14,91.31,15.08,128.5,92.1,111.2,0.980,36.16,6.63,72.6,553.20,7.44,0,-1.$,76.73,0
6133.14,91.28,15.08,128.5,92.1,111.2,0.980,36.16,6.63,72.6,553.20,7.44,0,-1.$,76.69,0
6134.14,91.28,15.08,128.5,92.1,111.2,0.980,36.16,6.63,72.6,557.18,7.44,0,-1.$,76.65,0
6135.14,91.30,15.08,128.5,92.1,111.2,0.980,36.16,6.63,72.6,557.18,7.44,0,-1.$,76.61,0
6136.14,91.31,15.08,128.5,92.1,111.2,0.980,36.16,6.63,72.6,557.18,7.44,0,-1.$,76.57,0
6137.14,91.28,15.08,128.5,92.1,111.2,0.980,36.16,6.63,72.6,557.18,7.44,0,-1.$,76.53,0
6138.14,91.27,15.08,128.5,92.1,111.2,0.980,36.16,6.63,72.6,557.02,7.44,0,-1.$,76.49,0
6139.14,91.30,15.08,128.5,92.1,111.2,0.980,36.16,6.63,72.6,557.02,7.44,0,-1.$,76.46,0
6140.14,91.31,15.08,128.5,92.1,111.2,0.980,36.16,6.63,72.6,557.02,7.44,0,-1.$,76.42,0
6141.14,91.28,15.08,128.5,92.1,111.2,0.980,36.16,6.63,72.6,557.02,7.44,0,-1.$,76.38,0
6142.14,91.27,15.08,128.5,92.1,111.2,0.980,36.16,6.63,72.6,556.86,7.44,0,-1.$,76.34,0
6143.14,91.30,15.08,128.5,92.2,111.2,0.980,36.16,6.63,72.6,556.86,7.44,0,-1.$,76.31,0
6144.14,91.31,15.08,128.5,92.1,111.2,0.980,36.16,6.63,72.6,556.86,7.44,0,-1.$,76.27,0
6145.14,91.28,15.08,128.5,92.1,111.2,0.980,36.15,6.63,72.6,556.86,7.44,0,-1.$,76.23,0
6146.14,91.27,15.08,128.5,92.1,111.2,0.980,36.15,6.63,72.6,556.71,7.44,0,-1.$,76.20,0
6147.14,91.30,15.08,128.5,92.2,111.3,0.980,36.15,6.63,72.6,556.71,7.44,0,-1.$,76.16,0
6148.14,91.31,15.08,128.5,92.2,111.3,0.980,36.15,6.63,72.6,556.71,7.44,0,-1.$,76.12,0
6149.14,91.27,15.08,128.5,92.1,111.3,0.980,36.15,6.63,72.6,556.71,7.44,0,-1.$,76.09,0
6150.14,91.27,15.08,128.5,92.1,111.3,0.980,36.15,6.63,72.6,556.57,7.44,0,-1.$,76.05,0
6151.14,91.30,15.08,128.5,92.2,111.3,0.980,36.15,6.63,72.6,556.57,7.44,0,-1.$,76.02,0
6152.14,91.30,15.08,128.5,92.2,111.3,0.980,36.15,6.63,72.6,556.57,7.44,0,-1.$,75.98,0
6153.14,91.27,15.08,128.5,92.2,111.3,0.980,36.15,6.63,72.6,556.57,7.44,0,-1.$,75.95,0
6154.14,91.27,15.08,128.5,92.2,111.3,0.980,36.15,6.63,72.6,556.44,7.44,0,-1.$,75.91,0
6155.14,91.30,15.08,128.5,92.2,111.3,0.980,36.15,6.63,72.6,556.44,7.44,0,-1.$,75.88,0
6156.14,91.30,15.08,128.5,92.2,111.3,0.980,36.15,6.63,72.6,556.44,7.44,0,-1.$,75.84,0
6157.14,91.27,15.08,128.5,92.2,111.3,0.980,36.15,6.63,72.6,556.44,7.44,0,-1.$,75.81,0
6158.14,91.28,15.08,128.5,92.2,111.3,0.980,36.15,6.63,72.6,556.32,7.44,0,-1.$,75.77,0
6159.14,91.29,15.08,128.5,92.2,111.3,0.980,36.15,6.63,72.6,556.32,7.44,0,-1.$,75.74,0
6160.14,91.29,15.08,128.5,92.2,111.3,0.980,36.15,6.63,72.6,556.32,7.44,0,-1.$,75.71,0
6161.14,91.27,15.08,128.5,92.2,111.3,0.980,36.15,6.63,72.6,556.32,7.44,0,-1.$,75.67,0
6162.14,91.28,15.08,128.5,92.2,111.3,0.980,36.15,6.63,72.6,556.20,7.44,0,-1.$,75.64,0
6163.14,91.29,15.08,128.5,92.2,111.3,0.980,36.15,6.63,72.6,556.20,7.44,0,-1.$,75.61,0
6164.14,91.29,15.08,128.5,92.2,111.3,0.980,36.15,6.63,72.6,556.20,7.44,0,-1.$,75.57,0
6165.14,91.27,15.08,128.5,92.2,111.3,0.980,36.15,6.63,72.6,556.20,7.44,0,-1.$,75.54,0
6166.14,91.27,15.15,128.5,92.2,111.3,0.980,36.15,6.63,72.6,556.09,7.44,0,-1.$,75.51,0
6167.14,91.29,15.15,128.5,92.2,111.3,0.980,36.15,6.63,72.6,556.09,7.44,0,-1.$,75.48,0
6168.14,91.29,15.15,128.5,92.2,111.3,0.980,36.15,6.63,72.6,556.09,7.44,0,-1.$,75.44,0
6169.14,91.27,15.15,128.5,92.2,111.3,0.980,36.15,6.63,72.6,556.09,7.44,0,-1.$,75.41,0
6170.14,91.27,15.15,128.5,92.2,111.3,0.980,36.15,6.63,72.6,560.16,7.44,0,-1.$,75.38,0
6171.14,91.29,15.15,128.5,92.2,111.3,0.980,36.15,6.63,72.6,560.16,7.44,0,-1.$,75.35,0
6172.14,91.28,15.15,128.5,92.2,111.3,0.980,36.15,6.63,72.6,560.16,7.44,0,-1.$,75.32,0
6173.14,91.27,15.15,128.5,92.2,111.3,0.980,36.15,6.63,72.6,560.04,7.44,0,-1.$,75.29,0
6174.14,91.27,15.15,128.5,92.2,111.3,0.980,36.15,6.63,72.6,560.04,7.44,0,-1.$,75.26,0
6175.14,91.29,15.15,128.5,92.2,111.3,0.980,36.15,6.63,72.6,560.04,7.44,0,-1.$,75.22,0
6176.14,91.28,15.15,128.5,92.2,111.3,0.980,36.15,6.63,72.6,560.04,7.44,0,-1.$,75.19,0
6177.14,91.27,15.15,128.5,92.2,111.3,0.980,36.15,6.63,72.6,559.93,7.44,0,-1.$,75.16,0
6178.14,91.27,15.15,128.5,92.2,111.3,0.980,36.15,6.63,72.6,559.93,7.44,0,-1.$,75.13,0
6179.14,91.29,15.15,128.5,92.2,111.3,0.980,36.15,6.63,72.6,559.93,7.44,0,-1.$,75.10,0
6180.14,91.28,15.15,128.5,92.2,111.3,0.980,36.15,6.63,72.6,559.93,7.44,0,-1.$,75.07,0
6181.14,91.26,15.15,128.5,92.2,111.3,0.980,36.15,6.63,72.6,559.82,7.44,0,-1.$,75.04,0
6182.14,91.27,15.15,128.5,92.2,111.3,0.980,36.15,6.63,72.6,559.82,7.44,0,-1.$,75.01,0
6183.14,91.28,15.15,128.5,92.2,111.3,0.980,36.15,6.63,72.6,559.82,7.44,0,-1.$,74.98,0
6184.14,91.28,15.15,128.5,92.2,111.3,0.980,36.15,6.63,72.6,559.82,7.44,0,-1.$,74.95,0
6185.14,91.26,15.15,128.5,92.2,111.3,0.980,36.15,6.63,72.6,559.73,7.44,0,-1.$,74.92,0
6186.14,91.27,15.15,128.5,92.2,111.3,0.980,36.15,6.63,72.6,559.73,7.44,0,-1.$,74.89,0
6187.14,91.28,15.15,128.5,92.2,111.3,0.980,36.15,6.63,72.6,559.73,7.44,0,-1.$,74.86,0
6188.14,91.28,15.15,128.5,92.2,111.3,0.980,36.15,6.63,72.6,559.73,7.44,0,-1.$,74.84,0
6189.14,91.26,15.15,128.5,92.2,111.3,0.980,36.15,6.63,72.6,559.65,7.44,0,-1.$,74.81,0
6190.14,91.27,15.15,128.5,92.2,111.3,0.980,36.15,6.63,72.6,559.65,7.44,0,-1.$,74.78,0
6191.14,91.29,15.15,128.5,92.2,111.3,0.980,36.15,6.63,72.6,559.65,7.44,0,-1.$,74.75,0
6192.14,91.28,15.15,128.5,92.2,111.3,0.980,36.15,6.63,72.6,559.65,7.44,0,-1.$,74.72,0
6193.14,91.26,15.15,128.5,92.2,111.3,0.980,36.15,6.62,72.6,559.58,7.44,0,-1.$,74.69,0
6194.14,91.26,15.15,128.5,92.2,111.3,0.980,36.15,6.63,72.6,559.58,7.44,0,-1.$,74.66,0
6195.14,91.29,15.15,128.5,92.2,111.3,0.980,36.15,6.63,72.6,559.58,7.44,0,-1.$,74.63,0
6196.14,91.28,15.15,128.5,92.2,111.3,0.980,36.15,6.63,72.6,559.58,7.44,0,-1.$,74.61,0
6197.14,91.25,15.15,128.5,92.2,111.3,0.980,36.15,6.62,72.6,559.52,7.44,0,-1.$,74.58,0
6198.14,91.26,15.15,128.5,92.2,111.3,0.980,36.15,6.63,72.6,559.52,7.44,0,-1.$,74.55,0
6199.14,91.29,15.15,128.5,92.2,111.3,0.980,36.15,6.63,72.6,559.52,7.44,0,-1.$,74.52,0
6200.14,91.28,15.15,128.5,92.2,111.3,0.980,36.15,6.63,72.6,559.52,7.44,0,-1.$,74.50,0
6201.14,91.25,15.15,128.5,92.2,111.3,0.980,36.15,6.62,72.6,559.46,7.44,0,-1.$,74.47,0
6202.14,91.26,15.15,128.5,92.2,111.3,0.980,36.15,6.63,72.6,559.46,7.44,0,-1.$,74.44,0
6203.14,91.29,15.15,128.5,92.2,111.3,0.980,36.15,6.63,72.6,559.46,7.44,0,-1.$,74.41,0
6204.14,91.28,15.15,128.5,92.2,111.3,0.980,36.15,6.63,72.6,559.46,7.44,0,-1.$,74.39,0
6205.14,91.25,15.15,128.5,92.2,111.3,0.980,36.15,6.62,72.6,559.41,7.44,0,-1.$,74.36,0
6206.14,91.26,15.15,128.5,92.2,111.3,0.980,36.15,6.63,72.6,559.41,7.44,0,-1.$,74.33,0
6207.14,91.29,15.15,128.5,92.2,111.3,0.980,36.15,6.63,72.6,559.41,7.44,0,-1.$,74.31,0
6208.14,91.27,15.15,128.5,92.2,111.3,0.980,36.15,6.63,72.6,559.41,7.44,0,-1.$,74.28,0
6209.14,91.25,15.15,128.5,92.2,111.3,0.980,36.15,6.62,72.6,559.36,7.44,0,-1.$,74.25,0
6210.14,91.26,15.15,128.5,92.2,111.3,0.980,36.15,6.63,72.6,559.36,7.44,0,-1.$,74.23,0
6211.14,91.29,15.15,128.5,92.2,111.3,0.980,36.15,6.63,72.6,559.36,7.44,0,-1.$,74.20,0
6212.14,91.27,15.15,128.5,92.2,111.3,0.980,36.15,6.63,72.6,559.36,7.44,0,-1.$,74.18,0
6213.14,91.25,15.15,128.5,92.2,111.3,0.980,36.15,6.62,72.6,559.31,7.44,0,-1.$,74.16,0
6214.14,91.26,15.15,128.5,92.2,111.3,0.980,36.15,6.63,72.6,559.31,7.44,0,-1.$,74.14,0
6215.14,91.28,15.15,128.5,92.2,111.3,0.980,36.15,6.63,72.6,559.31,7.44,0,-1.$,74.14,0
6216.14,91.27,15.15,128.5,92.2,111.3,0.980,36.15,6.63,72.6,559.31,7.44,0,-1.$,74.14,0
6217.14,91.25,15.15,128.5,92.2,111.3,0.980,36.15,6.62,72.6,559.27,7.44,0,-1.$,74.14,0
6218.14,91.26,15.15,128.5,92.2,111.3,0.980,36.15,6.63,72.6,559.27,7.44,0,-1.$,74.15,0
6219.14,91.28,15.15,128.5,92.2,111.3,0.980,36.15,6.63,72.6,559.27,7.44,0,-1.$,74.17,0
6220.14,91.27,15.15,128.5,92.2,111.3,0.980,36.15,6.63,72.6,559.27,7.44,0,-1.$,74.19,0
6221.14,91.25,15.15,128.5,92.2,111.3,0.980,36.15,6.62,72.6,559.22,7.44,0,-1.$,74.21,0
6222.14,91.25,15.15,128.5,92.2,111.3,0.980,36.15,6.62,72.6,559.22,7.44,0,-1.$,74.24,0
6223.14,91.28,15.15,128.6,92.2,111.3,0.980,36.15,6.63,72.6,559.22,7.44,0,-1.$,74.26,0
6224.14,91.25,15.15,128.5,92.2,111.3,0.980,36.15,6.62,72.6,559.22,7.44,0,-1.$,74.29,0
6225.14,91.24,15.15,128.5,92.2,111.3,0.980,36.15,6.62,72.6,559.18,7.44,0,-1.$,74.32,0
6226.14,91.27,15.15,128.6,92.2,111.3,0.980,36.15,6.63,72.6,559.18,7.44,0,-1.$,74.36,0
6227.14,91.28,15.15,128.6,92.2,111.3,0.980,36.15,6.63,72.6,559.18,7.44,0,-1.$,74.39,0
6228.14,91.25,15.15,128.5,92.2,111.3,0.980,36.15,6.62,72.6,559.18,7.44,0,-1.$,74.43,0
6229.14,91.24,15.23,128.5,92.2,111.3,0.980,36.15,6.62,72.6,559.14,7.44,0,-1.$,74.46,0
6230.14,91.27,15.23,128.6,92.2,111.3,0.980,36.15,6.63,72.6,559.14,7.44,0,-1.$,74.50,0
6231.14,91.28,15.23,128.6,92.2,111.3,0.980,36.15,6.63,72.6,559.14,7.44,0,-1.$,74.54,0
6232.14,91.25,15.23,128.5,92.2,111.3,0.980,36.15,6.62,72.6,559.14,7.44,0,-1.$,74.58,0
6233.14,91.24,15.23,128.6,92.2,111.3,0.980,36.15,6.62,72.6,563.35,7.44,0,-1.$,74.62,0
6234.14,91.27,15.23,128.6,92.2,111.3,0.980,36.15,6.63,72.6,563.35,7.44,0,-1.$,74.66,0
6235.14,91.27,15.23,128.6,92.2,111.3,0.980,36.15,6.63,72.6,563.35,7.44,0,-1.$,74.70,0
6236.14,91.24,15.23,128.6,92.2,111.3,0.980,36.15,6.62,72.6,563.35,7.44,0,-1.$,74.74,0
6237.14,91.24,15.23,128.6,92.2,111.3,0.980,36.15,6.62,72.6,563.30,7.44,0,-1.$,74.78,0
6238.14,91.27,15.23,128.6,92.2,111.3,0.980,36.15,6.63,72.6,563.30,7.44,0,-1.$,74.82,0
6239.14,91.27,15.23,128.6,92.2,111.3,0.980,36.15,6.63,72.6,563.30,7.44,0,-1.$,74.86,0
6240.14,91.24,15.23,128.5,92.2,111.3,0.980,36.15,6.62,72.6,563.30,7.44,0,-1.$,74.90,0
6241.14,91.24,15.23,128.5,92.2,111.3,0.980,36.15,6.62,72.6,563.27,7.44,0,-1.$,74.94,0
6242.14,91.27,15.23,128.6,92.2,111.3,0.980,36.15,6.63,72.6,563.27,7.44,0,-1.$,74.98,0
6243.14,91.28,15.23,128.6,92.2,111.3,0.980,36.15,6.63,72.6,563.27,7.44,0,-1.$,75.02,0
6244.14,91.25,15.23,128.5,92.2,111.3,0.980,36.15,6.62,72.6,563.27,7.44,0,-1.$,75.06,0
6245.14,91.24,15.23,128.5,92.2,111.3,0.980,36.15,6.62,72.6,563.25,7.44,0,-1.$,75.10,0
6246.14,91.27,15.23,128.6,92.2,111.3,0.980,36.15,6.63,72.6,563.25,7.44,0,-1.$,75.14,0
6247.14,91.28,15.23,128.5,92.2,111.3,0.980,36.15,6.63,72.6,563.25,7.44,0,-1.$,75.18,0
6248.14,91.25,15.23,128.5,92.2,111.3,0.980,36.15,6.62,72.6,563.25,7.44,0,-1.$,75.22,0
6249.14,91.24,15.23,128.5,92.2,111.3,0.980,36.15,6.62,72.6,563.25,7.44,0,-1.$,75.26,0
6250.14,91.27,15.23,128.5,92.2,111.3,0.980,36.15,6.63,72.6,563.25,7.44,0,-1.$,75.30,0
6251.14,91.28,15.23,128.5,92.2,111.3,0.980,36.15,6.63,72.6,563.25,7.44,0,-1.$,75.34,0
6252.14,91.25,15.23,128.5,92.2,111.3,0.980,36.15,6.63,72.6,563.25,7.44,0,-1.$,75.39,0
6253.14,91.25,15.23,128.5,92.2,111.3,0.980,36.15,6.62,72.6,563.27,7.44,0,-1.$,75.43,0
6254.14,91.28,15.23,128.5,92.2,111.3,0.980,36.15,6.63,72.6,563.27,7.44,0,-1.$,75.47,0
6255.14,91.28,15.23,128.5,92.2,111.3,0.980,36.15,6.63,72.6,563.27,7.44,0,-1.$,75.51,0
6256.14,91.25,15.23,128.5,92.2,111.3,0.980,36.15,6.63,72.6,563.32,7.44,0,-1.$,75.55,0
6257.14,91.26,15.23,128.5,92.2,111.3,0.980,36.15,6.63,72.6,563.32,7.44,0,-1.$,75.59,0
6258.14,91.28,15.23,128.5,92.2,111.3,0.980,36.15,6.63,72.6,563.32,7.44,0,-1.$,75.63,0
6259.14,91.27,15.23,128.5,92.2,111.3,0.980,36.15,6.63,72.6,563.32,7.44,0,-1.$,75.67,0
6260.14,91.25,15.23,128.5,92.2,111.3,0.980,36.15,6.63,72.6,563.39,7.44,0,-1.$,75.71,0
6261.14,91.26,15.23,128.5,92.2,111.3,0.980,36.15,6.63,72.6,563.39,7.44,0,-1.$,75.75,0
6262.14,91.28,15.23,128.5,92.2,111.3,0.980,36.15,6.63,72.6,563.39,7.44,0,-1.$,75.79,0
6263.14,91.27,15.23,128.5,92.2,111.3,0.980,36.15,6.63,72.6,563.39,7.44,0,-1.$,75.83,0
6264.14,91.25,15.23,128.5,92.2,111.3,0.980,36.15,6.63,72.6,563.48,7.44,0,-1.$,75.87,0
6265.14,91.26,15.23,128.5,92.2,111.3,0.980,36.15,6.63,72.6,563.48,7.44,0,-1.$,75.91,0
6266.14,91.28,15.23,128.5,92.2,111.3,0.980,36.15,6.63,72.6,563.48,7.44,0,-1.$,75.94,0
6267.14,91.27,15.23,128.5,92.2,111.3,0.980,36.15,6.63,72.6,563.48,7.44,0,-1.$,75.98,0
6268.14,91.26,15.15,128.5,92.2,111.3,0.980,36.15,6.63,72.6,563.49,7.44,0,-1.$,76.02,0
6269.14,91.27,15.15,128.5,92.2,111.3,0.980,36.15,6.63,72.6,563.49,7.44,0,-1.$,76.06,0
6270.14,91.29,15.15,128.5,92.2,111.3,0.980,36.15,6.63,72.6,563.49,7.44,0,-1.$,76.10,0
6271.14,91.27,15.15,128.5,92.1,111.3,0.980,36.15,6.63,72.6,563.49,7.44,0,-1.$,76.14,0
6272.14,91.26,15.15,128.5,92.1,111.3,0.980,36.15,6.63,72.6,559.44,7.44,0,-1.$,76.18,0
6273.14,91.27,15.15,128.5,92.1,111.3,0.980,36.15,6.63,72.6,559.44,7.44,0,-1.$,76.21,0
6274.14,91.29,15.15,128.5,92.1,111.3,0.980,36.14,6.63,72.6,559.44,7.44,0,-1.$,76.25,0
6275.14,91.28,15.15,128.5,92.1,111.3,0.980,36.14,6.63,72.6,559.44,7.44,0,-1.$,76.29,0
6276.14,91.26,15.15,128.5,92.1,111.3,0.980,36.14,6.63,72.6,559.57,7.44,0,-1.$,76.33,0
6277.14,91.27,15.15,128.5,92.1,111.3,0.980,36.14,6.63,72.6,559.57,7.44,0,-1.$,76.36,0
6278.14,91.29,15.15,128.5,92.1,111.2,0.980,36.14,6.63,72.6,559.57,7.44,0,-1.$,76.40,0
6279.14,91.28,15.15,128.5,92.1,111.2,0.980,36.14,6.63,72.6,559.57,7.44,0,-1.$,76.44,0
6280.14,91.26,15.15,128.5,92.1,111.2,0.980,36.14,6.63,72.6,559.71,7.44,0,-1.$,76.47,0
6281.14,91.27,15.15,128.5,92.1,111.2,0.980,36.14,6.63,72.6,559.71,7.44,0,-1.$,76.51,0
6282.14,91.29,15.15,128.5,92.1,111.2,0.980,36.14,6.63,72.6,559.71,7.44,0,-1.$,76.55,0
6283.14,91.28,15.15,128.5,92.1,111.2,0.980,36.14,6.63,72.6,559.71,7.44,0,-1.$,76.58,0
6284.14,91.26,15.15,128.5,92.1,111.2,0.980,36.14,6.63,72.6,559.86,7.44,0,-1.$,76.62,0
6285.14,91.27,15.15,128.5,92.1,111.2,0.980,36.14,6.63,72.6,559.86,7.44,0,-1.$,76.65,0
6286.14,91.29,15.15,128.5,92.1,111.2,0.980,36.14,6.63,72.6,559.86,7.44,0,-1.$,76.69,0
6287.14,91.28,15.15,128.5,92.1,111.2,0.980,36.14,6.63,72.6,559.86,7.44,0,-1.$,76.72,0
6288.14,91.26,15.15,128.5,92.1,111.2,0.980,36.14,6.63,72.6,560.02,7.44,0,-1.$,76.76,0
6289.14,91.27,15.15,128.5,92.1,111.2,0.980,36.14,6.63,72.6,560.02,7.44,0,-1.$,76.79,0
6290.14,91.29,15.15,128.5,92.1,111.2,0.980,36.14,6.63,72.6,560.02,7.44,0,-1.$,76.83,0
6291.14,91.28,15.15,128.5,92.1,111.2,0.980,36.14,6.63,72.6,560.02,7.44,0,-1.$,76.86,0
6292.14,91.26,15.15,128.5,92.1,111.2,0.980,36.14,6.63,72.6,560.17,7.44,0,-1.$,76.90,0
6293.14,91.27,15.15,128.5,92.1,111.2,0.980,36.14,6.63,72.6,560.17,7.44,0,-1.$,76.93,0
6294.14,91.29,15.15,128.5,92.1,111.2,0.980,36.14,6.63,72.6,560.17,7.44,0,-1.$,76.96,0
6295.14,91.28,15.15,128.5,92.1,111.2,0.980,36.14,6.63,72.6,560.17,7.44,0,-1.$,77.00,0
6296.14,91.26,15.15,128.5,92.1,111.2,0.980,36.14,6.63,72.6,560.34,7.44,0,-1.$,77.03,0
6297.14,91.27,15.15,128.5,92.1,111.2,0.980,36.14,6.63,72.6,560.34,7.44,0,-1.$,77.06,0
6298.14,91.29,15.15,128.5,92.1,111.2,0.980,36.14,6.63,72.6,560.34,7.44,0,-1.$,77.09,0
6299.14,91.28,15.15,128.5,92.1,111.2,0.980,36.14,6.63,72.6,560.34,7.44,0,-1.$,77.12,0
6300.14,91.26,15.15,128.5,92.1,111.2,0.980,36.14,6.63,72.6,560.50,7.44,0,-1.$,77.16,0
6301.14,91.27,15.15,128.5,92.1,111.2,0.980,36.14,6.63,72.6,560.50,7.44,0,-1.$,77.19,0
6302.14,91.29,15.15,128.5,92.1,111.2,0.980,36.14,6.63,72.6,560.50,7.44,0,-1.$,77.22,0
6303.14,91.28,15.15,128.5,92.1,111.2,0.980,36.14,6.63,72.6,560.50,7.44,0,-1.$,77.25,0
6304.14,91.26,15.15,128.5,92.1,111.2,0.980,36.14,6.63,72.7,560.67,7.45,0,-1.$,77.28,0
