Time(s),HeartRate(1/min),RespirationRate(1/min),SystolicArterialPressure(mmHg),DiastolicArterialPressure(mmHg),MeanArterialPressure(mmHg),OxygenSaturation,CoreTemperature(degC),CardiacOutput(L/min),HeartStrokeVolume(mL),TidalVolume(mL),ArterialBloodPH,AchievedExerciseLevel,FatigueLevelFraction,Glucose-BloodConcentration(mg/dL)
20004.14,104.84,18.99,120.7,90.3,105.8,0.981,35.65,6.44,61.4,517.87,7.45,0,-1.$,75.80,0
20005.14,104.86,18.99,120.7,90.3,105.8,0.981,35.65,6.44,61.4,517.87,7.45,0,-1.$,75.80,0
20006.14,104.87,18.99,120.7,90.3,105.8,0.981,35.65,6.44,61.4,517.87,7.45,0,-1.$,75.80,0
20007.14,104.84,18.99,120.7,90.3,105.8,0.981,35.65,6.44,61.4,517.87,7.45,0,-1.$,75.80,0
20008.14,104.85,18.99,120.7,90.3,105.8,0.981,35.65,6.44,61.4,517.87,7.45,0,-1.$,75.80,0
20009.14,104.86,18.99,120.7,90.3,105.8,0.981,35.65,6.44,61.4,517.87,7.45,0,-1.$,75.80,0
20010.14,104.84,18.99,120.7,90.3,105.8,0.981,35.65,6.44,61.4,517.86,7.45,0,-1.$,75.80,0
20011.14,104.85,18.99,120.7,90.3,105.8,0.981,35.65,6.44,61.4,517.86,7.45,0,-1.$,75.80,0
20012.14,104.86,18.99,120.7,90.3,105.8,0.981,35.65,6.44,61.4,517.86,7.45,0,-1.$,75.80,0
20013.14,104.85,18.99,120.7,90.3,105.8,0.981,35.65,6.44,61.4,517.86,7.45,0,-1.$,75.80,0
20014.14,104.84,18.99,120.7,90.3,105.8,0.981,35.65,6.44,61.4,517.86,7.45,0,-1.$,75.80,0
20015.14,104.86,18.99,120.7,90.3,105.8,0.981,35.65,6.44,61.4,517.86,7.45,0,-1.$,75.80,0
20016.14,104.84,18.99,120.7,90.3,105.8,0.981,35.65,6.44,61.4,517.86,7.45,0,-1.$,75.80,0
20017.14,104.83,18.99,120.7,90.3,105.8,0.981,35.65,6.44,61.4,517.86,7.45,0,-1.$,75.80,0
20018.14,104.86,18.99,120.7,90.3,105.8,0.981,35.65,6.44,61.4,517.86,7.44,0,-1.$,75.80,0
20019.14,104.84,18.99,120.7,90.3,105.8,0.981,35.65,6.44,61.4,517.86,7.45,0,-1.$,75.80,0
20020.14,104.84,18.99,120.7,90.3,105.8,0.981,35.65,6.44,61.4,517.85,7.45,0,-1.$,75.80,0
20021.14,104.85,18.99,120.7,90.3,105.8,0.981,35.65,6.44,61.4,517.85,7.44,0,-1.$,75.80,0
20022.14,104.85,18.99,120.7,90.3,105.8,0.981,35.65,6.44,61.4,517.85,7.44,0,-1.$,75.80,0
20023.14,104.83,19.11,120.7,90.3,105.8,0.981,35.65,6.44,61.4,517.85,7.44,0,-1.$,75.80,0
20024.14,104.84,19.11,120.7,90.3,105.8,0.981,35.65,6.44,61.4,517.85,7.44,0,-1.$,75.80,0
20025.14,104.85,19.11,120.7,90.3,105.8,0.981,35.65,6.44,61.4,517.85,7.44,0,-1.$,75.80,0
20026.14,104.83,19.11,120.7,90.3,105.8,0.981,35.65,6.44,61.4,521.27,7.44,0,-1.$,75.80,0
20027.14,104.85,19.11,120.7,90.3,105.8,0.981,35.65,6.44,61.4,521.27,7.44,0,-1.$,75.80,0
20028.14,104.85,19.11,120.7,90.3,105.8,0.981,35.65,6.44,61.4,521.27,7.44,0,-1.$,75.80,0
20029.14,104.83,19.11,120.7,90.3,105.8,0.981,35.65,6.44,61.4,521.26,7.44,0,-1.$,75.80,0
20030.14,104.84,19.11,120.7,90.3,105.8,0.981,35.65,6.44,61.4,521.26,7.44,0,-1.$,75.80,0
20031.14,104.85,19.11,120.7,90.3,105.8,0.981,35.65,6.44,61.4,521.26,7.44,0,-1.$,75.80,0
20032.14,104.83,19.11,120.7,90.3,105.8,0.981,35.65,6.44,61.4,521.26,7.44,0,-1.$,75.80,0
20033.14,104.83,19.11,120.7,90.3,105.8,0.981,35.65,6.44,61.4,521.26,7.44,0,-1.$,75.80,0
20034.14,104.85,19.11,120.7,90.3,105.8,0.981,35.65,6.44,61.4,521.26,7.44,0,-1.$,75.80,0
20035.14,104.84,19.11,120.7,90.3,105.8,0.981,35.65,6.44,61.4,521.26,7.44,0,-1.$,75.80,0
20036.14,104.83,19.11,120.7,90.3,105.8,0.981,35.65,6.44,61.4,521.25,7.44,0,-1.$,75.80,0
20037.14,104.86,19.11,120.7,90.3,105.8,0.981,35.65,6.44,61.4,521.25,7.44,0,-1.$,75.79,0
20038.14,104.83,19.11,120.7,90.3,105.8,0.981,35.65,6.44,61.4,521.25,7.44,0,-1.$,75.79,0
20039.14,104.83,19.11,120.7,90.3,105.8,0.981,35.65,6.44,61.4,521.25,7.44,0,-1.$,75.79,0
20040.14,104.86,19.11,120.7,90.3,105.8,0.981,35.65,6.44,61.4,521.25,7.44,0,-1.$,75.79,0
20041.14,104.84,19.11,120.7,90.3,105.8,0.981,35.65,6.44,61.4,521.25,7.44,0,-1.$,75.79,0
20042.14,104.83,19.11,120.7,90.3,105.8,0.981,35.65,6.44,61.4,521.24,7.44,0,-1.$,75.79,0
20043.14,104.85,19.11,120.7,90.3,105.8,0.981,35.65,6.44,61.4,521.24,7.44,0,-1.$,75.79,0
20044.14,104.85,19.11,120.7,90.3,105.8,0.981,35.65,6.44,61.4,521.24,7.44,0,-1.$,75.79,0
20045.14,104.83,19.11,120.7,90.3,105.8,0.981,35.65,6.44,61.4,521.24,7.44,0,-1.$,75.79,0
20046.14,104.85,19.11,120.7,90.3,105.8,0.981,35.65,6.44,61.4,521.24,7.44,0,-1.$,75.79,0
20047.14,104.85,19.11,120.7,90.3,105.8,0.981,35.65,6.44,61.4,521.24,7.44,0,-1.$,75.79,0
20048.14,104.83,19.11,120.7,90.3,105.8,0.981,35.65,6.44,61.4,521.24,7.44,0,-1.$,75.79,0
20049.14,104.86,19.11,120.7,90.3,105.8,0.981,35.65,6.44,61.4,521.24,7.44,0,-1.$,75.79,0
20050.14,104.86,19.11,120.7,90.3,105.8,0.981,35.65,6.44,61.4,521.24,7.44,0,-1.$,75.78,0
20051.14,104.83,19.11,120.7,90.3,105.8,0.981,35.65,6.44,61.4,521.24,7.44,0,-1.$,75.78,0
20052.14,104.85,19.11,120.7,90.3,105.8,0.981,35.65,6.44,61.4,521.24,7.44,0,-1.$,75.78,0
20053.14,104.86,19.11,120.7,90.3,105.8,0.981,35.65,6.44,61.4,521.24,7.44,0,-1.$,75.78,0
20054.14,104.83,19.11,120.7,90.3,105.8,0.981,35.65,6.44,61.4,521.24,7.44,0,-1.$,75.78,0
20055.14,104.84,19.11,120.7,90.3,105.8,0.981,35.65,6.44,61.4,521.24,7.44,0,-1.$,75.78,0
20056.14,104.85,19.11,120.7,90.3,105.8,0.981,35.65,6.44,61.4,521.24,7.44,0,-1.$,75.78,0
20057.14,104.84,19.11,120.7,90.3,105.8,0.981,35.65,6.44,61.4,521.24,7.44,0,-1.$,75.78,0
20058.14,104.83,19.11,120.7,90.3,105.8,0.981,35.65,6.44,61.4,521.24,7.44,0,-1.$,75.78,0
20059.14,104.86,19.11,120.7,90.3,105.8,0.981,35.65,6.44,61.4,521.24,7.44,0,-1.$,75.78,0
20060.14,104.84,19.11,120.7,90.3,105.8,0.981,35.65,6.44,61.4,521.24,7.44,0,-1.$,75.78,0
20061.14,104.83,19.11,120.7,90.3,105.8,0.981,35.65,6.43,61.4,521.24,7.44,0,-1.$,75.77,0
20062.14,104.86,19.11,120.7,90.3,105.8,0.981,35.65,6.44,61.4,521.24,7.44,0,-1.$,75.77,0
20063.14,104.84,19.11,120.7,90.3,105.8,0.981,35.65,6.44,61.4,521.24,7.44,0,-1.$,75.77,0
20064.14,104.83,19.11,120.7,90.3,105.8,0.981,35.65,6.43,61.4,521.24,7.44,0,-1.$,75.77,0
20065.14,104.85,19.11,120.7,90.3,105.8,0.981,35.65,6.44,61.4,521.24,7.44,0,-1.$,75.77,0
20066.14,104.84,19.11,120.7,90.3,105.8,0.981,35.65,6.44,61.4,521.24,7.44,0,-1.$,75.77,0
20067.14,104.83,19.11,120.7,90.3,105.8,0.981,35.65,6.43,61.4,521.24,7.44,0,-1.$,75.77,0
20068.14,104.84,19.11,120.7,90.3,105.8,0.981,35.65,6.44,61.4,521.24,7.44,0,-1.$,75.77,0
20069.14,104.85,19.11,120.7,90.3,105.8,0.981,35.65,6.44,61.4,521.24,7.44,0,-1.$,75.77,0
20070.14,104.83,19.11,120.7,90.3,105.8,0.981,35.65,6.43,61.4,521.24,7.44,0,-1.$,75.77,0
20071.14,104.84,19.11,120.7,90.3,105.8,0.981,35.65,6.43,61.4,521.24,7.44,0,-1.$,75.76,0
20072.14,104.85,19.11,120.7,90.3,105.8,0.981,35.65,6.44,61.4,521.24,7.44,0,-1.$,75.76,0
20073.14,104.83,19.11,120.7,90.3,105.8,0.981,35.65,6.43,61.4,521.24,7.44,0,-1.$,75.76,0
20074.14,104.85,19.11,120.7,90.3,105.8,0.981,35.65,6.44,61.4,521.24,7.44,0,-1.$,75.76,0
20075.14,104.85,19.11,120.7,90.3,105.8,0.981,35.65,6.44,61.4,521.24,7.44,0,-1.$,75.76,0
20076.14,104.83,19.11,120.7,90.3,105.8,0.981,35.65,6.43,61.4,521.25,7.44,0,-1.$,75.76,0
20077.14,104.84,19.11,120.7,90.3,105.8,0.981,35.65,6.43,61.4,521.25,7.44,0,-1.$,75.76,0
20078.14,104.85,19.11,120.7,90.3,105.8,0.981,35.65,6.44,61.4,521.25,7.44,0,-1.$,75.76,0
20079.14,104.83,19.11,120.7,90.3,105.8,0.981,35.65,6.43,61.4,521.25,7.44,0,-1.$,75.76,0
20080.14,104.83,19.11,120.7,90.3,105.8,0.981,35.65,6.43,61.4,521.25,7.44,0,-1.$,75.75,0
20081.14,104.85,19.11,120.7,90.3,105.8,0.981,35.65,6.44,61.4,521.25,7.44,0,-1.$,75.75,0
20082.14,104.84,19.11,120.7,90.3,105.8,0.981,35.65,6.43,61.4,521.25,7.44,0,-1.$,75.75,0
20083.14,104.83,19.11,120.7,90.3,105.8,0.981,35.65,6.43,61.4,521.25,7.44,0,-1.$,75.75,0
20084.14,104.85,19.11,120.7,90.3,105.8,0.981,35.65,6.44,61.4,521.25,7.44,0,-1.$,75.75,0
20085.14,104.83,19.11,120.7,90.3,105.8,0.981,35.65,6.43,61.4,521.25,7.44,0,-1.$,75.75,0
20086.14,104.82,19.11,120.7,90.3,105.8,0.981,35.65,6.43,61.4,521.25,7.44,0,-1.$,75.75,0
20087.14,104.85,19.11,120.7,90.3,105.8,0.981,35.65,6.44,61.4,521.25,7.44,0,-1.$,75.75,0
20088.14,104.84,19.11,120.7,90.3,105.8,0.981,35.65,6.43,61.4,521.25,7.44,0,-1.$,75.75,0
20089.14,104.82,19.11,120.7,90.3,105.8,0.981,35.65,6.43,61.4,521.25,7.44,0,-1.$,75.74,0
20090.14,104.84,19.11,120.7,90.3,105.8,0.981,35.65,6.43,61.4,521.25,7.44,0,-1.$,75.74,0
20091.14,104.84,19.11,120.7,90.3,105.8,0.981,35.65,6.43,61.4,521.25,7.44,0,-1.$,75.74,0
20092.14,104.82,19.11,120.7,90.3,105.8,0.981,35.65,6.43,61.4,521.26,7.44,0,-1.$,75.74,0
20093.14,104.83,19.11,120.7,90.3,105.8,0.981,35.65,6.43,61.4,521.26,7.44,0,-1.$,75.74,0
20094.14,104.85,19.11,120.7,90.3,105.8,0.981,35.65,6.43,61.4,521.26,7.44,0,-1.$,75.74,0
20095.14,104.82,19.11,120.7,90.3,105.8,0.981,35.65,6.43,61.4,521.26,7.44,0,-1.$,75.74,0
20096.14,104.84,19.11,120.7,90.3,105.8,0.981,35.65,6.43,61.4,521.26,7.44,0,-1.$,75.74,0
20097.14,104.85,19.11,120.7,90.3,105.8,0.981,35.65,6.44,61.4,521.26,7.44,0,-1.$,75.74,0
20098.14,104.83,19.11,120.7,90.3,105.8,0.981,35.65,6.43,61.4,521.26,7.44,0,-1.$,75.74,0
20099.14,104.84,19.11,120.7,90.3,105.8,0.981,35.65,6.43,61.4,521.26,7.44,0,-1.$,75.73,0
20100.14,104.85,19.11,120.7,90.3,105.8,0.981,35.65,6.43,61.4,521.26,7.44,0,-1.$,75.73,0
20101.14,104.83,19.11,120.7,90.3,105.8,0.981,35.65,6.43,61.4,521.26,7.44,0,-1.$,75.73,0
20102.14,104.83,19.11,120.7,90.3,105.8,0.981,35.65,6.43,61.4,521.26,7.44,0,-1.$,75.73,0
20103.14,104.85,19.11,120.7,90.3,105.8,0.981,35.65,6.43,61.4,521.26,7.44,0,-1.$,75.73,0
20104.14,104.84,19.11,120.7,90.3,105.8,0.981,35.65,6.43,61.4,521.26,7.44,0,-1.$,75.73,0
20105.14,104.82,19.11,120.7,90.3,105.8,0.981,35.65,6.43,61.4,521.27,7.44,0,-1.$,75.73,0
20106.14,104.85,19.11,120.7,90.3,105.8,0.981,35.65,6.43,61.4,521.27,7.44,0,-1.$,75.73,0
20107.14,104.83,19.11,120.7,90.3,105.8,0.981,35.65,6.43,61.4,521.27,7.44,0,-1.$,75.72,0
20108.14,104.82,19.11,120.7,90.3,105.8,0.981,35.65,6.43,61.4,521.27,7.44,0,-1.$,75.72,0
20109.14,104.85,19.11,120.7,90.3,105.8,0.981,35.65,6.43,61.4,521.27,7.44,0,-1.$,75.72,0
20110.14,104.83,19.11,120.7,90.3,105.8,0.981,35.65,6.43,61.4,521.27,7.44,0,-1.$,75.72,0
20111.14,104.82,19.11,120.7,90.3,105.8,0.981,35.65,6.43,61.4,521.27,7.44,0,-1.$,75.72,0
20112.14,104.84,19.11,120.7,90.3,105.8,0.981,35.65,6.43,61.4,521.27,7.44,0,-1.$,75.72,0
20113.14,104.84,19.11,120.7,90.3,105.8,0.981,35.65,6.43,61.4,521.27,7.44,0,-1.$,75.72,0
20114.14,104.82,19.11,120.7,90.3,105.8,0.981,35.65,6.43,61.4,521.27,7.44,0,-1.$,75.72,0
20115.14,104.84,19.11,120.7,90.3,105.8,0.981,35.65,6.43,61.4,521.27,7.44,0,-1.$,75.72,0
20116.14,104.85,19.11,120.7,90.3,105.8,0.981,35.65,6.43,61.4,521.27,7.44,0,-1.$,75.71,0
20117.14,104.82,19.11,120.7,90.3,105.8,0.981,35.65,6.43,61.4,521.28,7.44,0,-1.$,75.71,0
20118.14,104.83,19.11,120.7,90.3,105.8,0.981,35.65,6.43,61.4,521.28,7.44,0,-1.$,75.71,0
20119.14,104.85,19.11,120.7,90.3,105.8,0.981,35.65,6.43,61.4,521.28,7.44,0,-1.$,75.71,0
20120.14,104.82,19.11,120.7,90.3,105.8,0.981,35.65,6.43,61.4,521.28,7.44,0,-1.$,75.71,0
20121.14,104.84,19.11,120.7,90.3,105.8,0.981,35.65,6.43,61.4,521.28,7.44,0,-1.$,75.71,0
20122.14,104.85,19.11,120.7,90.3,105.8,0.981,35.65,6.43,61.4,521.28,7.44,0,-1.$,75.71,0
20123.14,104.83,19.11,120.7,90.3,105.8,0.981,35.65,6.43,61.4,521.28,7.44,0,-1.$,75.71,0
20124.14,104.83,19.11,120.7,90.3,105.8,0.981,35.65,6.43,61.4,521.28,7.44,0,-1.$,75.71,0
20125.14,104.85,19.11,120.7,90.3,105.8,0.981,35.65,6.43,61.4,521.28,7.44,0,-1.$,75.70,0
20126.14,104.83,19.11,120.7,90.3,105.8,0.981,35.65,6.43,61.4,521.28,7.44,0,-1.$,75.70,0
20127.14,104.83,19.11,120.7,90.3,105.8,0.981,35.65,6.43,61.4,521.28,7.44,0,-1.$,75.70,0
20128.14,104.85,19.11,120.7,90.3,105.8,0.981,35.65,6.43,61.4,521.28,7.44,0,-1.$,75.70,0
20129.14,104.84,19.11,120.7,90.3,105.8,0.981,35.65,6.43,61.4,521.28,7.44,0,-1.$,75.70,0
20130.14,104.82,19.11,120.7,90.3,105.8,0.981,35.65,6.43,61.4,521.29,7.44,0,-1.$,75.70,0
20131.14,104.85,19.11,120.7,90.3,105.8,0.981,35.65,6.43,61.4,521.29,7.44,0,-1.$,75.70,0
20132.14,104.83,19.11,120.7,90.3,105.8,0.981,35.65,6.43,61.4,521.29,7.44,0,-1.$,75.70,0
20133.14,104.82,19.11,120.7,90.3,105.8,0.981,35.65,6.43,61.4,521.29,7.44,0,-1.$,75.70,0
20134.14,104.85,19.11,120.7,90.3,105.8,0.981,35.65,6.43,61.4,521.29,7.44,0,-1.$,75.69,0
20135.14,104.84,19.11,120.7,90.3,105.8,0.981,35.65,6.43,61.4,521.29,7.44,0,-1.$,75.69,0
20136.14,104.82,19.11,120.7,90.3,105.8,0.981,35.65,6.43,61.4,521.29,7.44,0,-1.$,75.69,0
20137.14,104.84,19.11,120.7,90.3,105.8,0.981,35.65,6.43,61.4,521.29,7.44,0,-1.$,75.69,0
20138.14,104.84,19.11,120.7,90.3,105.8,0.981,35.65,6.43,61.4,521.29,7.44,0,-1.$,75.69,0
20139.14,104.82,19.11,120.7,90.3,105.8,0.981,35.65,6.43,61.4,521.30,7.44,0,-1.$,75.69,0
20140.14,104.83,19.11,120.7,90.3,105.8,0.981,35.65,6.43,61.4,521.30,7.44,0,-1.$,75.69,0
20141.14,104.85,19.11,120.7,90.3,105.8,0.981,35.65,6.43,61.4,521.30,7.44,0,-1.$,75.69,0
20142.14,104.82,19.11,120.7,90.3,105.8,0.981,35.65,6.43,61.4,521.30,7.44,0,-1.$,75.69,0
20143.14,104.84,19.11,120.7,90.3,105.8,0.981,35.65,6.43,61.4,521.30,7.44,0,-1.$,75.68,0
20144.14,104.85,19.11,120.7,90.3,105.8,0.981,35.65,6.43,61.4,521.30,7.44,0,-1.$,75.68,0
20145.14,104.83,19.11,120.7,90.3,105.8,0.981,35.65,6.43,61.4,521.30,7.44,0,-1.$,75.68,0
20146.14,104.83,19.11,120.7,90.3,105.8,0.981,35.65,6.43,61.4,521.30,7.44,0,-1.$,75.68,0
20147.14,104.85,19.11,120.7,90.3,105.8,0.981,35.65,6.43,61.4,521.30,7.44,0,-1.$,75.68,0
20148.14,104.83,19.11,120.7,90.3,105.8,0.981,35.65,6.43,61.4,521.30,7.44,0,-1.$,75.68,0
20149.14,104.83,19.11,120.7,90.3,105.8,0.981,35.65,6.43,61.4,521.30,7.44,0,-1.$,75.68,0
20150.14,104.85,19.11,120.7,90.3,105.8,0.981,35.65,6.43,61.4,521.30,7.44,0,-1.$,75.68,0
20151.14,104.84,19.11,120.7,90.3,105.8,0.981,35.65,6.43,61.4,521.30,7.44,0,-1.$,75.68,0
20152.14,104.82,19.11,120.7,90.3,105.8,0.981,35.65,6.43,61.4,521.31,7.44,0,-1.$,75.67,0
20153.14,104.85,19.11,120.7,90.3,105.8,0.981,35.65,6.43,61.4,521.31,7.44,0,-1.$,75.67,0
20154.14,104.83,19.11,120.7,90.3,105.8,0.981,35.65,6.43,61.4,521.31,7.44,0,-1.$,75.67,0
20155.14,104.82,19.11,120.7,90.3,105.8,0.981,35.65,6.43,61.4,521.31,7.44,0,-1.$,75.67,0
20156.14,104.85,19.11,120.7,90.3,105.8,0.981,35.65,6.43,61.4,521.31,7.44,0,-1.$,75.67,0
20157.14,104.84,19.11,120.7,90.3,105.8,0.981,35.65,6.43,61.4,521.31,7.44,0,-1.$,75.67,0
20158.14,104.83,19.11,120.7,90.3,105.8,0.981,35.65,6.43,61.4,521.31,7.44,0,-1.$,75.67,0
20159.14,104.84,19.11,120.7,90.3,105.8,0.981,35.65,6.43,61.4,521.31,7.44,0,-1.$,75.67,0
20160.14,104.84,19.11,120.7,90.3,105.8,0.981,35.65,6.43,61.4,521.31,7.44,0,-1.$,75.67,0
20161.14,104.82,19.11,120.7,90.3,105.8,0.981,35.65,6.43,61.4,521.32,7.44,0,-1.$,75.67,0
20162.14,104.83,19.11,120.7,90.3,105.8,0.981,35.65,6.43,61.4,521.32,7.44,0,-1.$,75.66,0
20163.14,104.85,19.11,120.7,90.3,105.8,0.981,35.65,6.43,61.4,521.32,7.44,0,-1.$,75.66,0
20164.14,104.83,19.11,120.7,90.3,105.8,0.981,35.65,6.43,61.4,521.32,7.44,0,-1.$,75.66,0
20165.14,104.85,19.11,120.7,90.3,105.8,0.981,35.65,6.43,61.4,521.32,7.44,0,-1.$,75.66,0
20166.14,104.85,19.11,120.7,90.3,105.8,0.981,35.65,6.43,61.4,521.32,7.44,0,-1.$,75.66,0
20167.14,104.83,19.11,120.7,90.3,105.8,0.981,35.65,6.43,61.4,521.32,7.44,0,-1.$,75.66,0
20168.14,104.84,19.11,120.7,90.3,105.8,0.981,35.65,6.43,61.4,521.32,7.44,0,-1.$,75.66,0
20169.14,104.85,19.11,120.7,90.3,105.8,0.981,35.65,6.43,61.4,521.32,7.44,0,-1.$,75.66,0
20170.14,104.83,19.11,120.7,90.3,105.8,0.981,35.65,6.43,61.4,521.32,7.44,0,-1.$,75.66,0
20171.14,104.83,19.11,120.7,90.3,105.8,0.981,35.65,6.43,61.4,521.33,7.44,0,-1.$,75.66,0
20172.14,104.85,19.11,120.7,90.3,105.8,0.981,35.65,6.43,61.4,521.33,7.44,0,-1.$,75.65,0
20173.14,104.84,19.11,120.7,90.3,105.8,0.981,35.65,6.43,61.4,521.33,7.44,0,-1.$,75.65,0
20174.14,104.83,19.11,120.7,90.3,105.8,0.981,35.65,6.43,61.4,521.33,7.44,0,-1.$,75.65,0
20175.14,104.86,19.11,120.7,90.3,105.8,0.981,35.65,6.43,61.4,521.33,7.44,0,-1.$,75.65,0
20176.14,104.85,19.11,120.7,90.3,105.8,0.981,35.65,6.43,61.4,521.33,7.44,0,-1.$,75.65,0
20177.14,104.83,19.11,120.7,90.3,105.8,0.981,35.65,6.43,61.4,521.33,7.44,0,-1.$,75.65,0
20178.14,104.85,19.11,120.7,90.3,105.8,0.981,35.65,6.43,61.4,521.33,7.44,0,-1.$,75.65,0
20179.14,104.84,19.11,120.7,90.3,105.8,0.981,35.65,6.43,61.4,521.33,7.44,0,-1.$,75.65,0
20180.14,104.83,19.11,120.7,90.3,105.8,0.981,35.65,6.43,61.4,521.34,7.44,0,-1.$,75.65,0
20181.14,104.85,19.11,120.7,90.3,105.8,0.981,35.65,6.43,61.4,521.34,7.44,0,-1.$,75.65,0
20182.14,104.85,19.11,120.7,90.3,105.8,0.981,35.65,6.43,61.4,521.34,7.44,0,-1.$,75.64,0
20183.14,104.83,19.11,120.7,90.3,105.8,0.981,35.65,6.43,61.4,521.34,7.44,0,-1.$,75.64,0
20184.14,104.84,19.11,120.7,90.3,105.8,0.981,35.65,6.43,61.4,521.34,7.44,0,-1.$,75.64,0
20185.14,104.85,19.11,120.7,90.3,105.8,0.981,35.65,6.43,61.4,521.34,7.44,0,-1.$,75.64,0
20186.14,104.83,19.11,120.7,90.3,105.8,0.981,35.65,6.43,61.4,521.34,7.44,0,-1.$,75.64,0
20187.14,104.83,19.11,120.7,90.3,105.8,0.981,35.65,6.43,61.4,521.34,7.44,0,-1.$,75.64,0
20188.14,104.86,19.11,120.7,90.3,105.8,0.981,35.65,6.43,61.4,521.34,7.44,0,-1.$,75.64,0
20189.14,104.83,19.11,120.7,90.3,105.8,0.981,35.65,6.43,61.4,521.34,7.44,0,-1.$,75.64,0
20190.14,104.84,19.11,120.7,90.3,105.8,0.981,35.65,6.43,61.4,521.35,7.44,0,-1.$,75.64,0
20191.14,104.86,19.11,120.7,90.3,105.8,0.981,35.65,6.43,61.4,521.35,7.44,0,-1.$,75.64,0
20192.14,104.84,19.11,120.7,90.3,105.8,0.981,35.65,6.43,61.4,521.35,7.44,0,-1.$,75.63,0
20193.14,104.84,19.11,120.7,90.3,105.8,0.981,35.65,6.43,61.4,521.35,7.44,0,-1.$,75.63,0
20194.14,104.86,19.11,120.7,90.3,105.8,0.981,35.65,6.43,61.4,521.35,7.44,0,-1.$,75.63,0
20195.14,104.84,19.11,120.7,90.3,105.8,0.981,35.65,6.43,61.4,521.35,7.44,0,-1.$,75.63,0
20196.14,104.83,19.11,120.7,90.3,105.8,0.981,35.65,6.43,61.4,521.35,7.44,0,-1.$,75.63,0
20197.14,104.86,19.11,120.7,90.3,105.8,0.981,35.65,6.43,61.4,521.35,7.44,0,-1.$,75.63,0
20198.14,104.85,19.11,120.7,90.3,105.8,0.981,35.65,6.43,61.4,521.35,7.44,0,-1.$,75.63,0
20199.14,104.83,19.11,120.7,90.3,105.8,0.981,35.65,6.43,61.4,521.36,7.44,0,-1.$,75.63,0
20200.14,104.86,19.11,120.7,90.3,105.8,0.981,35.65,6.43,61.4,521.36,7.44,0,-1.$,75.63,0
20201.14,104.84,19.11,120.7,90.3,105.8,0.981,35.65,6.43,61.4,521.36,7.44,0,-1.$,75.63,0
20202.14,104.83,19.11,120.7,90.3,105.8,0.981,35.65,6.43,61.4,521.36,7.44,0,-1.$,75.63,0
20203.14,104.85,19.11,120.7,90.3,105.8,0.981,35.65,6.43,61.4,521.36,7.44,0,-1.$,75.62,0
20204.14,104.85,19.11,120.7,90.3,105.8,0.981,35.65,6.43,61.4,521.36,7.44,0,-1.$,75.62,0
20205.14,104.83,19.11,120.7,90.3,105.8,0.981,35.65,6.43,61.4,521.36,7.44,0,-1.$,75.62,0
20206.14,104.84,19.11,120.7,90.3,105.8,0.981,35.65,6.43,61.4,521.36,7.44,0,-1.$,75.62,0
20207.14,104.85,19.11,120.7,90.3,105.8,0.981,35.65,6.43,61.4,521.36,7.44,0,-1.$,75.62,0
20208.14,104.83,19.11,120.7,90.3,105.8,0.981,35.65,6.43,61.4,521.37,7.44,0,-1.$,75.62,0
20209.14,104.84,19.11,120.7,90.3,105.8,0.981,35.65,6.43,61.4,521.37,7.44,0,-1.$,75.62,0
20210.14,104.86,19.11,120.7,90.3,105.8,0.981,35.65,6.43,61.4,521.37,7.44,0,-1.$,75.62,0
20211.14,104.83,19.23,120.7,90.3,105.8,0.981,35.65,6.43,61.4,521.37,7.44,0,-1.$,75.62,0
20212.14,104.85,19.23,120.7,90.3,105.8,0.981,35.65,6.43,61.4,521.37,7.44,0,-1.$,75.62,0
20213.14,104.86,19.23,120.7,90.3,105.8,0.981,35.65,6.43,61.4,521.37,7.44,0,-1.$,75.62,0
20214.14,104.83,19.23,120.7,90.3,105.8,0.981,35.65,6.43,61.4,521.37,7.44,0,-1.$,75.61,0
20215.14,104.84,19.23,120.7,90.3,105.8,0.981,35.65,6.43,61.4,524.86,7.44,0,-1.$,75.61,0
20216.14,104.85,19.23,120.7,90.3,105.8,0.981,35.65,6.43,61.4,524.86,7.44,0,-1.$,75.61,0
20217.14,104.84,19.23,120.7,90.3,105.8,0.981,35.65,6.43,61.4,524.86,7.44,0,-1.$,75.61,0
20218.14,104.83,19.23,120.7,90.3,105.8,0.981,35.65,6.43,61.4,524.86,7.44,0,-1.$,75.61,0
20219.14,104.86,19.23,120.7,90.3,105.8,0.981,35.65,6.43,61.4,524.86,7.44,0,-1.$,75.61,0
20220.14,104.84,19.23,120.7,90.3,105.8,0.981,35.65,6.43,61.4,524.86,7.44,0,-1.$,75.61,0
20221.14,104.83,19.23,120.7,90.3,105.8,0.981,35.65,6.43,61.4,524.86,7.44,0,-1.$,75.61,0
20222.14,104.86,19.23,120.7,90.3,105.8,0.981,35.65,6.43,61.4,524.86,7.44,0,-1.$,75.61,0
20223.14,104.84,19.23,120.7,90.3,105.8,0.981,35.65,6.43,61.4,524.86,7.44,0,-1.$,75.61,0
20224.14,104.83,19.23,120.7,90.3,105.8,0.981,35.65,6.43,61.4,524.86,7.44,0,-1.$,75.61,0
20225.14,104.86,19.23,120.7,90.3,105.8,0.981,35.65,6.43,61.4,524.86,7.44,0,-1.$,75.61,0
